Comment,Is_Negative
I like the fact that they deleted the other Peter Parker’s on the Statue of Liberty battle,True
"Its sad everyone forgot about mcu spider man, even the other two :(",True
"Imagine how badass the movie would have been, if there is no Facebook, no Memes, no early Rumours and also no Trailer.",True
I know this shit is fake as hell.. <br>Still I&#39;m excited to watch it... Holy crap,True
Expectation: “scooby doo this crap.”<br>Reality: “scooby doo this $hit.”,True
"“Peter… you’re struggling, to have everything you want, while the world tries to make you choose.” <br>Freaking chills",True
baby spidy not perfect character,True
DOC OC HASN&#39;T AGED ONE BIT 😳😳,True
"since the infinity stones are gone, why does steven strange still wear the eye of kokimoto? what does he keep in it now? pez?",True
Terrible only because Zendaya’s in it everything else looks great but why her she doesn’t even fit the bill and she’s terrible I mean look at it,True
they tried SO hard to get rid of toby and Andrew from the trailer,True
Why not stream for a ticket price for those of us who can&#39;t go out due to Covid?,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=139"">2:19</a> hits hard after watching the movie",True
This is crazy,True
This movie is shit,True
At the end dr strange proved to be right and peter was wrong!!,True
There was just too much going on in this movie. And all of it was for nothing... you&#39;ll know what I mean if you saw the movie. I looked at my fiancé after this ended and asked &quot;how did this get a 99% on Rotten Tomatoes? Are they paying for reviews now?&quot;,True
"I hated it.<br>Just a bunch of cobbled together action scenes and every character is now a politically correct reinvented version. <br>Congratulations to all the old actors who came back and whored themselves out for a paycheck (Uncle Ben would not approve).<br>They made a billion dollars but I hope the next one makes more sense and at least tries to resemble the actual comic book storyline.<br>Thankfully in the end it was all &quot;erased by magic&quot; and now we can forget it ever happened, even the 2 hours of our lives and $20 or so we spent going to see it.",True
"It would be my first time to go into cinema to watch a movie , and that movie is this masterpiece but become of corona , the cinema are closed just 1 day before , <br>It&#39;s really heart broken <br>Really f@cking heart broken<br><br>I don&#39;t have any friends to say this , so i comment here <br>F my luck",True
I&#39;m from Philippines 🇵🇭 right now it so sad that it still not available in theather this movie because they upload the filipino movie first the MMFF movie every december in our country and now nobody watching our filipino movie they want the No way home ahahahahaha 🤣🤣🤣,True
RIDICULOUS! RIDICULOUS!! RIDICULOUS!!! RIDICULOUSLY.....<br><br><br><br><br>FANTABULOUS!!!! Um...(Spider-Man isn’t my fave Marvel character but)...<br>WHAT DID I JUST WATCH??🙌💕👏,True
FINALLY i get to watch spiderman no way home on cinema less goo,True
You gotta be 9years old to like this shit,True
"Spoiler alert <br><br>In a scene, Dr. Strange kisses peter <br>and MJ suicides when she saw it <br><br><br><br><br><br><br><br><br>😂😂😂",True
When we say crying - do we mean like &quot;End Game&quot; level crying? I&#39;m still pretty traumatized from uncontrollably weeping and sobbing at the end of &quot;End Game&quot; so I&#39;m not sure I&#39;m prepared for a repeat of that.,True
"I’m just thinking the next generation of spider man will have to deal with vulture, mysterio, lizard, doc octopus, green goblin basically every Spider-Man villain that the others fought against",True
Yoooo black spider man is here too,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=41"">0:41</a> &quot;from <b>every</b> universe&quot;... don&#39;t overreact Dr. Strange, those were only two universes.",True
I want to see J. Jonah Jameson meeting his other universe version!!,True
I feel like venom is missing in the trailer,True
man im still sad that everyone forgot about him,True
I WATCHED IT IT WAS CRAZY 😝,True
Aunt May will be missed :(,True
Looks like the worst spiderman film ever. Anyone want to front on me know that I&#39;ve been a fan of marvel for 50 years so im saying this film is a total piss take. Everything but the kitchen sink thrown in and tongue in cheek. Too lighthearted to feel any actual menace.,True
"The return of the previous villains, and it reminds me the old memories!",True
SCOOBY DOO THIS CRAP <br><br>Had me laughing 😂,True
I never thought this movie would get so dark,True
At this point half the view counts on the video are from me,True
i think i have a complete spiderman timeline now avengers civil war spider man 1: homecoming avengers:infinity wars spider man 2 :far from home spider man 3 :no way home spider man 4: lost way home spider man 5: no way out the homeless shelter  spider man 6: still at the homeless shelter spider man 7: lost at sea spider man 8: lost in the bermiuda triangle spider man 9: FORCES AGAINST CTHULU spider man 10: lost in the desert spider man 11:ITS A ME MARI- wait a minute this isnt the right world  spider man 12: GOTTA GO FA- OOPS WRONG UNIVERSE AGAIN spider man 13 :lost of hope spider man 14: no way back to sanity spider man 15: THE MURDERS spider man 16: back to sanity spider man 17:found way home,True
is trash already watch it no good borring nonsense movie,True
I am Fro Philippines 🇵🇭 The Movie Is Delay Until Jan 8 Which Is Sucks So Iam Gonna Watch The Trailer Over and over again To avoid Spoilers,True
This movie was basically the Avengers version of Spiderman where they combined everybody from the previous movies.,True
I just hate that they edited out Tobey and Andrew,True
Worst movie,True
Goblin and doc Op are lame.  They could of did a remake on there characters,True
I can literally feel how tough it would have been for Sony and Marvel to not let Tobey and Andrew out in any social or public event to promote for No way home unlike Dr.Octopus and Green goblin and guess what their effort of  keeping them as secret did complete justice in theatres.,True
"Bad argument, regular movie... nothing special. Just a film to watch AT HOME, not at cinema paying overrated prices...",True
can&#39;t believe people watch this shit,True
"I never figured out why Spider Man doesn&#39;t carry some weapon with RANGE, like a 20mm rifle firing armor piercing projectiles.<br>Hand to hand combat is STUPID when one could have a rifle that would take down an enemy at 1000 meters. Or even 25mm. He is strong enough to handle such a rifle.",True
I was supposed to watch this movie today but all of our cinemas closed down again due to lockdown :&#39;),True
These are so bad,True
"wow, this looks terrible.",True
