Comment,Sentiment
I can&#39;t believe how this movie was succeeded! I watched NWH and Green Goblin being the real villain of this movie is on an Kang level! But some scenes had made me cry even Aunt May&#39;s death. Sometimes I also think if Kang comes out surprisingly and shocked us it would so cool to see Peter vs Kang....,positive
why is this nostalgic,negative
"such an annoying movie, superhero? more like super idiot.... shoulda listened to strange",negative
One of the best fucking trailers of all time lmao,positive
the hype was out of this world,neutral
"I was wondering, If Gwen Stacy died near the end of The Amazing Spiderman 2. How did Peter know that she died? Because didn&#39;t they teleport when Electro was fighting spiderman??",positive
im from the future and i can confirmed you that there will be 3 spiderman on this movie,positive
They were laughing 🥲 like he said &quot;Dr. Tutto Tottapius&quot;,neutral
This was the second most hyped MCU movie. Infinity War is 1,positive
"Only people who grew up on spider man series will understand the hype. this is insane!! And there’s more to come ,GREAT JOB MARVEL!!",positive
My sister cried at the movie theater because of this movie 😭<br>Edit:btw happy New Years 🎉,positive
"You know I saw all the fan made videos of Tom holland, Toby maguire, and Andrew Garfield and I said it was to good to be true but here we sre",positive
"Don&#39;t watch this movie, before watching spiderman 1,2,3 and amazing spiderman 1 and 2.",positive
I’m so happy that No way Home Teaser Trailer released one day before my Birthday (It’s on the 24th of August),positive
"Coming back to revisit the anticipation and see the alternate footage, interesting stuff (and GREAT movie). 🕷🕸🕷",positive
"With the Home Trilogy, Into the Spider Verse, and the PlayStation games from Insomniachaving kicked so much @$$, there has never been a better time to be a Spidey-Fan!😎🤟",positive
One of the best marketing and trailers I ever seen. Movie was good and the hype was palpable,positive
I remember just screaming at all those shots of the villain literally waited ever minutes of the day for the trailer can&#39;t believe it&#39;s now been a year crazy 🙂,negative
Not forget to subscribe,neutral
1 year later this trailer still gives me goosebumps,neutral
What’s crazy is that this video got 4 million views in 4 minutes,negative
That Was The Best Christmas Ever ❤,positive
The Hello Peter was something else ❤,neutral
"This movie in itself was a love letter to the super hero genre , the fans old and new . It was truly an event of a life time",positive
the hype was unreal.i wish i could watch this movie for the first time again,positive
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=119"">1:59</a> Tobey Maguire Spider-Man",neutral
This movie is already nostalgia after a year ago,neutral
"i will probably never have the guts to watch this because i will cry, and i don&#39;t want to. But i will always love spiderman. see look i am crying rn.",positive
I watch this full movie,positive
"Does anyone else think the final battle would have been even more epic if it had been only 1 Spider-Man vs. 4 villains? I mean, the final battle is epic, but it could be even more so if it was like in the comics, a peter against several villains at once.",positive
I love the way YouTube can’t say shit so it says crap.<br>Movie: scooby doo this shit<br>YouTube: scooby doo this crap,negative
Its been one year since this dream movie has been released,neutral
Watched this trailer for the first time after I watched the movie and dang they put so much in there the only thing they didn&#39;t spoil was Andrew and Tobey and people still figured that out,positive
at first I thought this was an actual joke,positive
"and that&#39;s it, we&#39;re out of ideas",neutral
november 2021/december 2021 was peak fr,neutral
It&#39;s been a full year since this masterpiece released man.,positive
"Here for one year anniversary, unreal. We&#39;re all lucky to experience this in theatres.",positive
"A year ago today, this amazing movie came out. Still wish I can go back and watch it for the first time again for the intensity and the reaction from the crowd",positive
Cant believe this movie came out a year ago,neutral
"It&#39;s been a year,",neutral
<b>Hello Peter</b> it&#39;s been a year,neutral
arealdy a year WOW,positive
Can&#39;t believe it has already been a full year since we were given this masterpiece. I was very fortunate to have witness this in theaters during opening weekend and it was indeed an experience I will never forget. Hoping that we get another Marvel movie like this in the future.,positive
1 Year ago we witnessed the Most greatest Spiderman Movie ever,positive
"The movie is already 1 year old!!!<br>It definitely shows a sad face of our reality; anyone whom is accused of something or under suspicion people are ready to turn on them and get violent <br>Peter is facing a true struggle; is it true everywhere Spider-Man goes chaos and calamity ensues? Whatever damage is left behind we have to pick up the pieces <br>Can you actually fix someone, we should give people second chances to start over rather than meet our fate, a simple solution isn’t the only solution, can we do more than expect disappointment therefore avoiding disappointment?, morality isn’t a weakness, revenge never makes anything better <br>After 20 years I can safely say this was absolutely worth that wait! <br>Intense action, the stakes are the highest they&#39;ve ever been for Spider-Man, and there&#39;s a ton of heavy emotional beats I wasn&#39;t ready for <br>Terrific to see past actors come back from previous franchises and lots of nods to the culture of the character; even Green Goblin gets more exploration trying to suppress his dual personality but with little success plus Electro gets a good course correction since his birth and Doc Ock is offered a way out without being power hungry with his hubris, more sympathy for these individuals rather than being straight up bad guys <br>More stuff centering about rehabilitation as opposed to just jailing up people <br>I wish more of the villains were explored further  but the film delivers enough for longtime fans plus it&#39;s the best acted from Tom Holland as this current version <br>He really does bring the central core of the character full circle with sorrow, guilt, regret, and being responsible <br>Love how Ned gets to be more proactive next to MJ too <br>The climax is astounding visually and emotionally <br>I am curious how future movies will benefit from this now that Marvel and Sony are finally collaborating  <br>The movie is about looking backwards but learning to go forwards and there will always be consequences trying to change things or set things right not to mention showing the test of what it means to be a hero let alone what it costs, sacrifice and sparing others pain <br>Director Jon Watts closes this cycle of Spider-Man movies with quite a jolt not forgetting the human drama, exciting fights, and embracing the colorful fun of the comics <br>Best movie of 2021 and one of the best Spider-Man movies period!",positive
I can&#39;t believe one year have past 🥺,negative
DANG ITS BEEN OFFICIALLY A YEAR AGO! Wow Future Generation are gonna be like “What’s no way home?”,positive
"<b>it&#39;s officially a year ago since this movie released,</b> December 17 2021, it&#39;s now 2022 Dec 17, it&#39;s crazy how it&#39;s been a year ago, the hype was real, but not as crazy as end game, I remember eating and watching nwh, man why is time moving so fast. I&#39;m freaking out :(, it feels like yesterday when I was waiting for the release and watching theories, and avoiding leaks",negative
Happy 1 year,positive
its been a year y&#39;allllllllllllllllllllllllllllllllllll exactly on dec 17 next year,positive
1 year later in theter,neutral
It&#39;s been a year. What a movie!!,neutral
It&#39;s been 1 year still know the hype of the movie,neutral
It&#39;s been 1 year,neutral
One year of history ❤️🛐,neutral
Happy one year,positive
One year since greatness,neutral
One Year Since Masterpiece of Spiderman 💥,neutral
Same Hype after an year🔥💥,neutral
It&#39;s been 1️⃣ year since the movie released. G.O.A.T movie of Spiderman🕸️🔥❤️,neutral
One year of this masterpiece 💫,neutral
It&#39;s has been year I have remembered what was the hype of the movie🔥<br>So lucky to watch on theatre and being a Marvel fan so lucky ❣️❣️,positive
"Man it&#39;s been a year since this movie dropped, good times",positive
One year ago... One of best superhero movie 🔥,positive
the future will never understand the hype for movies like no way home and endgame,neutral
Coming back to this trailer I’m now just realizing that even the first few seconds (the trailer for the trailer) gives me chills.,positive
It&#39;s still a biggest goosebumps this trailer,neutral
This movie will be nostalgic when you grown up,negative
Can’t believe my dream was happened,neutral
“With Great Power Comes Great Responsibility” - Uncle Ben &amp; Aunt May,positive
"I see this trailer and it gives me the same feelings since the first time I saw it, it&#39;s beautiful",positive
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=88"">1:28</a> from this point onward the Music, The chills of Alfred Molina saying that Peter’s flying into the darkness and William Defoe saying Peter’s name, the Hype, the leaks of soundtrack #19, the Custom trailers and intros made by YouTube to satisfy our hunger for more. The theories on Reddit that we all read. The updates on Twitter that made everyone gasp on the edge of their seats. The memes on Discord that just gave everyone a good laugh. It was as if the entire world was working together to break down everything Marvel threw at us. It’s all coming back to me 😌",positive
"Everone saying they saw a glimce of electro and sandman<br><br><a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=136"">2:16</a> be like:",neutral
Damn how has it been a year since this came out,neutral
The best movie of 2021 came out at the very end,positive
This movie was a masterpiece. Top tier. Probably best in phase 4 (next to Shang-Chi.),positive
I want to Live the experience again,positive
The annoying about this movie is the black bars,negative
this movie was all of december 2021 vibes,neutral
Marvels Movie ( Spiderman )<br><br>Spiderman: Homecoming<br>Spiderman: Far From Home<br>Spiderman: No Way Home<br>Spiderman: No Way Home More Fun Staff<br><br>NEXT<br><br>Spiderman: A New Home ( 2024 ),positive
"Wow, It’s been a whole year! Time flies!",positive
Happy one year for no way 😍🛐💕💘..... Can&#39;t believe it&#39;s been 1 year for this amazing moment🛐😧⏳,positive
Now I got it sam raimi made spiderman 1 2 and 3 because he wanted us to see this  masterpiece,neutral
Revelation 1:7❤❤❤,neutral
This trailer will never be forgotten... the Hype was 100% all worth it.,positive
The future generations aren&#39;t gonna understand how hype this movie was,neutral
"Looking back on when this trailer came out, I felt the same nostalgia I felt with Tobey&#39;s movies",neutral
"I don’t want to be that fan, but ofc like always, we were robbed hella In this movie.",neutral
December 2021 was amazing,positive
It&#39;s been one year since the movie released and it&#39;s still a banger,neutral
cannot believe it&#39;s already been a year,neutral
I still get goosebumps while watching this trailer !,neutral
"shit movie, not rewatchable... so cringe as f*ck... atleast I can skip it to tobey/andrew arrival cause 2 hours intro is pure garbage",positive
Time flies by so fast......one year......🥲,neutral
It’s been a year,neutral
Sony can you make trailer spiderman new home❤,positive
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=151"">2:31</a> the best part!",positive
I miss when we were all waiting for the trailer to drop 🥹,neutral
Literally want to re live and watch this like it was the first time. I was happy af 😭,positive
The last really good marvel movie,positive
It’s been a year daddy…,neutral
Don’t Mind Can’t Find Home Coming On Netflix Can Still Watch This Right?,positive
"This was one of the greatest movies that I have been hyping for a long time, and now when I come to see the trailer again it is so beautiful.<br>One of the greatest Marvel movies after Stan Lee died, that legend gave us this amazing character for an amazing movie<br>R.I.P Stan Lee you would never be forgotten by this generation",positive
I still remember watching this movie in theatres on the opening day. Man such a nostalgic moments in this movie.❤️,negative
This is realy a lifetime experience 💯,neutral
After the world met captain Levi Ackerman they discover who the real spiderman was ... Levi will cut peter in pieces ...but you all not ready for this conversation ...,positive
I am from India I remember waking up early morning excited to watch this trailer and it definitely made my day,positive
Please I&#39;m requesting for Amazing spider man par 3🙏🙏🙏🙏,positive
i wonder if tobey and andrew are gonna be in this movie,neutral
"After all the leaks, all the hype, all the everything… this was a solid 8/10",neutral
Just watched it. It&#39;s like watching a whole different spiderman movie. Wat ever happened to the straight hardcore superhero movies. The new Marvel headshots have just about turned ALL these superhero movies into a comedy show.,positive
This movie is a easy 100009090900009889685734068525250/10 my favorite movie of the god damn all time.,positive
This was without a doubt the best Spider-Man movie and best movie of phase 4.,positive
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=97"">1:37</a> This is fine.",positive
already 1 year thinking back was so unreal I never enjoyed a movie that much in my life for so long,negative
You know when i was a kid i love reading spider man comics and i realize it will be a movie when 4 years past a movie named amazing spider man im so happy and Hype when i thought i never see them again and this movie Really Makes Me Happy thank you Sony ♡,positive
How I love this movie can&#39;t believe it has been a year,positive
Next Month Makes A Year This Movie Dropped And I STILL Cry At This Trailer. Best Marvel And Spider Man Movie Of All Time.,positive
it&#39;s been a year and this trailer STILL gets me hyped man,neutral
Imagine the Spider man villains ran into the MCU powerhouses such as Scarlet witch or Thor when they arrived 💀 ☠️,neutral
People who don&#39;t care about marvel match this movie,neutral
Number 4 best times of my entire life!!!!,positive
1 year has passed since the trailer was released and I went offline still this movie is in My head👍🏻🔥,neutral
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=86"">1:26</a> in the movie he said scooby doo this shit, not crap",positive
Already a year since the greatest Spider-Man crossover,positive
I came back here after 1 year since this trailer. THE HYPE WAS REAL. I miss it😢,positive
1 year since the biggest movie of all time released it&#39;s official trailer.,neutral
Bestest movie ever created.,neutral
Damn I still miss these days! It was such a vibe daaaaaaamn,neutral
"damn, it&#39;s been a year",neutral
I still can’t believe that this masterpiece came out a year ago it felt like yesterday,neutral
Happy 1 year of the second trailer of this unique movie!♥️,positive
Coming back and looking at this exactly a year later is just crazy,negative
"Can&#39;t believe it&#39;s already been a year, the hype for this movie was INSANE",negative
1 year already?!,neutral
Cant believe this happened a year ago yesterday,neutral
Happy 1 year to this trailer<br>When i saw it first time it was feeling nostalgia people were waiting for trailer and today it is one year ago ❤️❤️❤️<br>Never forget the hype of this movie ❤️,positive
THIS TRAILER RELEASED ONE YEAR OLD!!! DAM TIME FLIES FASTER THAN ANYTHING,positive
One year since we saw this trailer wow,positive
This was released 1 year ago😲,neutral
Bruh how is it one year old 😭,positive
How time flies😓,neutral
One year ago💜,neutral
excatly a year ago❤️‍🩹,neutral
Can&#39;t believe it&#39;s been a year now remember waiting with my friends for the trailer to drop,neutral
I remember this day trailer comes out and I had watch this trailer 10 time  when it release 🥺🥺 the movie was so awesome and emotional. <br>(Edited) I came to watch it again 😢❤,positive
"1 year ago today, doesn’t seem like it tho",neutral
How time&#39;s flies  fast wow it&#39;s been 1 year ago,positive
Taday Mark&#39;s One Year Of This Masterpiece&#39;s Trailer Release..,neutral
It’s been exactly 1 year 🕷🕷🕷,positive
It’s been one year already 🥹🥹,neutral
"I Still remember the day  1 year ago waiting for this trailer badly,everyone was spaming on this channel that we want no way home trailer and when the trailer came It crossed 600k views in 2 minutes and I took the screenshot of it.<br>The hype for this movie was something a lifetime experience🙂",neutral
One year of this masterpiece 🔥🔥🔥,neutral
"Exactly 1 year ago from this day, the internet broke😭🔥 I miss the feeling of of watching it for the first time",positive
A year ago 😭,neutral
A year ago today🥹,neutral
A year ago,neutral
it’s been a year since this incredible trailer dropped and broke the internet thank you sony for releasing this incredible trailer love you🤍🤍,positive
It&#39;s been a year,neutral
This trailer is 1 year old already!! 👏,positive
1 Year 51 Minutes,neutral
"1 year ago, this trailer was released, can’t believe this.",neutral
It’s been exactly 1 year since this trailer 😢,positive
"A year ago, I was freaking out over this in my room! I can&#39;t believe how fast time flies! 🕷❤🕷❤🕷❤",positive
Today one year ago,neutral
Theres no way this has been a year!! It feels so fresh still!,positive
Today the trailer came out a year ago wtf,negative
can&#39;t believe it&#39;s been a year,neutral
"Its already been a year, damn.",neutral
HAPPY ONE YEAR TRAILER SPIDER MAN,positive
"A year ago today this movie trailer came out, one of the best movies that I have ever seen.",positive
BRO... its been one year exactly- I miss this hype so much the nostalgia😭😭 never thought in a million years I would miss this phase nor would i feel this way towards a movie. I miss this so much!!<br><br>It’s been two years..,positive
One year old now,positive
I can&#39;t believe it&#39;s already been a year 🥲,neutral
Can&#39;t believe 1 year has passed since this trailer dropped 😳,neutral
Happy 1 year anniversary to this beautiful trailer! The hype for this Movie was real and it lived up to the hype 100% wish I could re live it all over again.,positive
Can&#39;t believe it&#39;s been a year already 💀,neutral
"Wow, a year ago this great trailer, without a doubt one of the best spiderman movies, thanks Marvel and Sony for so many emotions!",positive
Can’t believe it’s been <b>ONE YEAR</b> since this trailer. I still remember the hype..,neutral
HAPPY 1 YEAR!!!! Of TRAILER 2!,positive
One year ago.,neutral
Who’s here for 1 year,neutral
One year later and wow,positive
"This trailer came out a year ago, you know that?<br><br><br><br>Let that sink in for a moment. This absolute <i>masterpiece</i> of a trailer for this absolute <i>masterpiece</i> of a movie came out <i>exactly</i> one year ago, <i>today!!!</i> And I <i>still</i> get chills whenever I watch it. This movie was a once in a lifetime experience that I don&#39;t think will be recreated by Marvel or any other film studio for that matter, no matter how hard they might try to do so. There will never be another cinematic experience quite like Spider-Man: No Way Home. Even after all this time, it still feels like a dream to see all <i>three</i> Spider-Men in the same movie together and all get their time to shine. Everything for this movie was just pure <i>perfection!</i> I think Homelander said it best:&quot;It was perfect. <i>Perfect.</i> Everything. Down to the last minute details&quot;.",positive
"I thought venom would be in this movie, and i thought goblin would actually turn into a goblin monster😂",neutral
Happy 1 year,positive
Happy 1 year later thanks you for everything again and happy anniversary,positive
THE WHOLE TEAM IS GRATEFUL TO DR STRANGE TO BE W/ PETER 😭,positive
Nothing in life will ever compare to the hype of this movie. Millions of people all having some of their childhood hero’s returning together in an epic MCU movie. <br><br>The build up with the leaks and constant rumours of if this person is actually in the movie.<br><br>And then when it finally happened. All the theatres losing their mind when the three Spider-Man came on screen,positive
It has been one year since the release of this godly trailer,neutral
Tomorrow this trailer becomes a year old,positive
Best movie in The wold,positive
Stupid movie with ultra stupid main character,negative
No way this was a year ago..,neutral
I miss the hype..😢…. Anyone else?… 😔,neutral
Again here 🥺❤️,neutral
This is the best trailer I have ever watched in my life,positive
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=141"">2:21</a> the &quot;invisible&quot; spider-man cospiracy was real",positive
"If I had one wish, I would wish to relive watching this amazing experience.",positive
I can&#39;t believe it&#39;s been a year now 🥺💔✨...,neutral
Who else is watching this at the end of 2022 and has watched the full film a thousand times. Ps fun fact if u watch the scene were peter is swinging through the city with mj to escape the angry crowd at the start of the movie carefully enough you’ll see a fortnite billboard on a building,positive
Omg andrew could never-,neutral
No way it’s been ab a year,neutral
No one can beat marvel Studios 🥱✋,neutral
"man that was such a beautiful, emotional, heartwarming movie. i just finished watching it &amp; its one of the most perfect movies ive seen that i s just 10/10. the writers &amp; director did an amazing job. all 3 spider man actors gave a great emotional performance 👌 bravo 👏👏👏👏👏👏👏",positive
"Here 11 months later, this trailer makes me realize that this movie would of been so hype even without tobey and andrew",neutral
Andrew Garfield is the worst spiderman.,negative
Miss the hype for this movie 😭😭,neutral
Man i miss the hype for this it was insane,negative
I feel blessed that I went to watch this in cinema❤️,neutral
"Fav era of all time, the No Way Home era :((",negative
"I can&#39;t believe this movie is almost a year old already. Damn, time flies!",positive
What is the background music name?,neutral
Forever grateful I was able to witness this movie,positive
Ya but this trailer are nice that are true,positive
Marvel never fails their fans with the bests plot twists and I will forever be thankful that Andrew’s Spiderman finally got to save his Gwen Stacy🥲,positive
I love Tobey Maguire Andrew Garfield an Tom Holland 3 Spidermans,positive
im watching this movie rn and still get goosebumps with the trailer lol,positive
"See you all back here in like, 5 years when this is nostalgic ✌️",negative
I was literally holding back my tears watching this film…Truly an amazing experience.,positive
THIS MOVIE IS ALMOST A YEAR NOW TIME FLIES SO FAST!!,positive
nostalgia hitting my head,neutral
"Peak cinema and a peak time to be alive in general, I don’t think I’ll ever be happier",positive
this all feels so nostalgic now,negative
Nearly One Year Gone .This trailer is still a 🔥🔥🔥,positive
"Still to this day, this trailer gives me chills",neutral
Dont this generation ever get tired of the same thing how many more spiderman movies are they going to make before they come up with something new,positive
A year ago whoa,neutral
"William Defoe was amazing in this film.<br>Like most others I love to see Andrew come back showing he is a great Spider-Man if there was better writing involved. Also I thank the writers for making Jamie Foxx the Electro we deserved.<br><br>It was cool to see Sandman and Lizard but they mostly were overshadowed by Goblin, Oct, and Electro.",positive
I remember when I was waiting for this trailer and watched it about 100 times when it dropped. I was at work 😶,neutral
I wanna go back in time!,neutral
look the moive has been realsed but the end of the moive you turned on Marvel Spider-Man right after spider jumps of his window in  Christmas right?,positive
How has it already been almost a year man 😢 I will never forget this legendary trailer and movie,positive
Thank you Ant-Man!,neutral
I feel like watching  reality show rather than a movies.. Is not a good cinematic experience and the dialog is awful,negative
"when it was announced this trailer might be coming a certain day, my manager, who is a marvel fan, was like “if it comes out while we’re working, we’re stopping production to watch it.”",positive
I just wish we could go back in time to see the hype,neutral
damn it&#39;s almost a year,neutral
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=123"">2:03</a> Tap to Get the Goosebumps",neutral
Who else is watching this in October of 2022? It’s just soo amazing! It’s just a <b>muah</b> really good trailer,positive
It started when an alien device did what it did,negative
Why J Johna jameson (the daily bugle reporter) doesn&#39;t went back to his universe..he is still present in this universe. How&#39;s this possible? Anyone knows??,neutral
This trailer in October 2022 😭😭😭,neutral
Spider-Man No Way Home rating - Better Than Sex!!!,positive
"When Doctor Strange is saying scooby doo, it is really hilarious😂😂😂😂😂😂😂😂😂😂😂😂😂😂",positive
Spider-Man homecoming <br>Spider-Man far from home<br>Spider-Man no way home<br>Spider-Man homeless lol,positive
Pls re release this again b4 the release of spiderman across the spiderverse in Sri lanka!<br>Pls consider!!!<br>Coz there wasn&#39;t a big re release (extended funstuff version)missed this movie twice😭😭😭,neutral
I am so grateful to have experienced this movie in theaters having seen ZERO spoilers and seeing different generations of fans coming together to enjoy this movie.,positive
Oh no I missed the G-O-L-D-O-N opportunity!<br>Missed on its original release in December too due some personal issues now got Re-released &amp; once again missed it!!! Wtf!?!😭😭😭<br>PLEASE RE RELEASE IT AGAIN IN SRI LANKA!!!<br>Also No way home fun stuff version was re released here only in 1 screen or 2 for just for 2 days that too not informed for how long it will run! Planned for the next week &amp; missed it! That&#39;s not fair!😤<br>Pls Re release Spiderman no way home  again in Sri Lanka!,positive
Is Venom in this trailer?,neutral
"Before part 2 came out, I was saying they&#39;re gonna do Sinister 6, With Vulture, Scorpion, Shocker 2, Tinkerer with Tink supplying 2 more Villain&#39;s. That would&#39;ve been amazing. Instead it&#39;s this Random Multiverse thing. But oh well still good, but not as good.",positive
I have watched spiderman no way home,neutral
This Movie was The best Christmas gift of last year.,positive
"Spider-Man No Way Home was incredible, watching it for the first time was an unforgettable experience man, seeing my childhood favorites return was amazing, one of my all time favorite superhero movies and the perfect way to wrap up the MCU Spider-Man trilogy 👏👏👏 Excited for the future 🕷",positive
MARVEL PLS MORE TOBEY ANDREW TOM SPIDERMAN AND VENOM,positive
I’ve watched this movie 6 times and the trailer like about a billion yet it never absolutely never gets old,neutral
"not that the hype has died down looking back the movie is actually really bad, basically the non mcu Spiderman characters carried and tom holland spiderman was basically iron boy jr for like 85% of the movie. It wasn&#39;t until the last 15 minutes he was actually spider-man.",negative
“Spider Man no way home”<br>“Insect man direct path to my house”<br>there the same trust me💀,positive
The only good thing that came out of Phase 4.,positive
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=75"">1:15</a> Scooby-Doo this crap!",negative
"It&#39;s been 3 chapter &amp; like always this new machine spiderman always be the one who fak the thing up. Just pure dumb. That&#39;s what you get, stupid action come with stupid consequences.",negative
When will spidy go to his home<br>In his first movie he was home coming<br>In his second movie he was far from home <br>And now in his third movie he is no way home <br>In fourth movie I think he can&#39;t go to his home,positive
Bro.. I love marvel because of this... They knew what fans wants... ❤,positive
Cant wait for this movie,neutral
"You are not Peter Parker, the perfect goosebumps at the right spot ❤️🔥",positive
Why am I here,neutral
Why are Tobey and andrew garfield not in the trailer,neutral
Next movies:<br>Spider-Man Home Alone<br>Spider-Man Homeward Bound<br>Spider-Man Daylight Come And He Wanna Go Home,neutral
I miss toby meguire being spiderman my childhood superhero the nostalgia is always there unforgettable 🙁😊,positive
Me to Marvel and sony bring back bully maguire ( spider man 3 black suit) once again<br> Ultimate crez of Spider Man fans worldwide,negative
"Spider-crap. Probably One of the worst movies ever created. The worst ir the Century for sure. How can you Invest só much Money n a crap such as this movie. The script is a joke, carácters full with left wing polítical LGBT, and other agendas. The zombie generation Addicted to Smart phones, só annoying, Impossible technology, etc... Tryng to avoid old clichês, they come up with new ones, like a black MJ, a hot ant May. Peter Parker best friend is probably the ugliest man Alive. An Indian flash?!?! OMG and all this on purpose, like if the audience was stupid",negative
"I used to be a great fan of spider man movies, that is, of the first three, with tobey macguire. Theses last movies are so bad. They want to be cool, and trendy. Both the movie and the characters are so annoying, wanting to be cool everytime, and they want  to break sipder-man tradition, with all these Leftism/LGBT agenda&#39;s cliches, that it ends so FAKE, and iritating. Thes last spider man remind me those adolecent movies of the 80s, filled with cliches. Now they are packed with 2020&#39;s cliches, like the constant usage of smart phones, and people trying to look cool... they want to give the impression that super heros could be something normal in our society, that it ends sounding so fony... In fact, I cannot watch more than 5 minutes of these new super-heros new films, not even to watch the great special CGI effects... so much money spent in these crappy movies.",positive
Zendaya looks like a regular weird teenage girl in spiderman but irl she&#39;s an A-list celebrity,negative
I keep coming back to watch this trailer 😂,neutral
"I have to say, I thought Toby Maguire was hands down THE best Spider-Man and Peter Parker, his first two films were untouched by far from home, homecoming, and all of Garfield’s movies<br><br>But this movie made me cry 4 full times, not even tobys movie did this to me but I suppose it’s the history that made all that happened in this movie stronger.<br><br>This movie is finally the direction I wanted them to take Tom Holland in, the serious and dark tone, the consequences, the sacrifices, everything Tom should go through that makes us relate to him even more.<br><br>One of the best movies I’ve seen, I think non fans and fans and skeptical people should watch this, I would place this with Toby’s first two movies as one of all time greats, and it has alota cool fan services that we get to see but also very raw and real moments that make the movie geniune, Garfield was great too and am glad he gets to show off the people that hated on him",positive
We want hulk no way home<br>What we got:,neutral
I don&#39;t kno Hy they&#39;de involve romance in heroes movies . They ruined it,neutral
Dude I&#39;m am 12 years old,positive
spider man no way home is so good,positive
i wish i could experience spiderman no way home for the first time again,positive
I think only deadpool 3 has chances to beat this movie.<br>&quot;With Ryan Reynold and Hugh Jackman&quot;,neutral
I still felt goosebumps whenever I recall the day i was going to watch NWH,neutral
"MOVIE REVIEW <br>       Spider Man: No Way Home is the third movie in the Spider Man trilogy starring Tom Holland. As a warning, going forward this review will contain spoilers. In this story of action, love, and self-sacrifice, Peter Parker, a seemingly ordinary high school senior, faces several trials after his identity as Spider Man is revealed to the public. When his new reputation threatens his chances of being accepted into college, with the help of Dr. Strange, he tries to cast a spell that will cause the world to forget that he is Spider Man. However, Peter messes up the spell and accidentally brings villains from various universes into his own universe. With the help of Dr. Strange, his friends, and heroes from the other universes, Peter makes an honorable sacrifice and saves the world from the villains. <br><br>       I thought that this movie was incredibly enjoyable. The film itself was skillfully developed with an interesting plot, talented actors, and impressive cinematography. One aspect of the plot that I especially appreciated was the balance of action and dialogue within the movie, each which added to the progression of the storyline. The plot also has a relevant and inspiring message about the importance of doing what is right and the nobleness of self-sacrifice. Although none of the characters always make the right choices, the film makes it clear how their good choices bring more positivity into their situations while their rash or unethical decisions negatively impact them. When they make bad decisions, the non-repentant characters, such as the villains, are defeated while the ones who work to correct their mistakes, although they may suffer, are victorious. This conveys the message that even when people make bad decisions, there is merit in persevering and striving for what is good.  For example, when Peter disobeys Dr. Strange, the villains come into the universe and threaten his city. However, when Peter, recognizing that he was wrong, takes responsibility for his disobedience and chooses to work with others in an attempt to stop the villains, it has a positive impact on the world that he is striving to protect. Throughout the film, several characters, such as Peter Parker, Aunt May, and MJ, have to make difficult decisions that involve significant sacrifice. It is a truth-filled film that acknowledges and has an appropriate attitude towards the beauty of the virtuous actions of Peter Parker and his friends and the ugliness of any actions motivated by the evil intentions of the villains. Even though the film has a fictional plot, the moral themes within the movie as well as the virtuous actions of the characters can be influential to today’s society. I also appreciated how the movie respected the dignity of the human person. Although there was death within the movie, particularly the death of Aunt May, the movie acknowledged the tragedy of her death appropriately and honored the sacrifice that she made. One aspect of the movie that I did not appreciate was that there was some unnecessary language. However, overall, I found Spider Man: No Way Home to be an impressive film production.",positive
The emotions this movie gave me😭,neutral
No one But me getting shocked at the pumpkin bomb and doc oc like I haven&#39;t watched the movie 100times.,negative
The best movie of phase 4,positive
"I am more than glad…. More than grateful.. That I didn’t watch a single trailer, a single peak… NOTHING… Giving me not even the slightest chance to get a  spoiler. I just came from a marathon  watching every single movie/show needed in chronological order for this movie… Let me tell you that I didn’t believe a movie could literally have me screaming of excitement and tears of PURE JOY IN ALMOST EVERY SCENE!!!",positive
Another stupid movie ending but it&#39;s also becoming a habit in disney studios and now that theu bought marvel just wait for more of them.,positive
Im so glad i got to live this moment in life❤,positive
"Okay..I loved the movie, watched it when it came out and watching it now. Would’ve loved a tv series…just saying",positive
I tried to know nothing about this film before I saw it.  Thankfully I didn&#39;t and what a surprise!!!!,neutral
Anyone watching this in 2022...🙂 can&#39;t believe that nwh era overed.,neutral
Spiderman is the best✨,neutral
This far the best spiderman movie of all time,positive
