Comment,Is_Negative
"Dr octopus stopped when he saw tom version peter <br>But for green goblin ,doesn’t matter which universe spiderman is,he will try to kill him <br>The craziest villain Green goblin",True
The fact that this insane movie has made over 1 billion already is just incredible,True
"Aunt May is gonna die, and everyone will forget who Peter is. All 3 spidermans are gonna come in 1 universe and fight villians like electro, green goblin, sandman, Dr.otto etc...<br><br><br><br>Oh ye, spoiler alert",True
Big disappointed ☹️,True
Man Stan Lee is looking down smiling at what his creation has become,True
they adlibbed when dr strange said let us scooby doo this crap he actually said shit in the film,True
"One thing I adore about this movie, is that they show the villains and how powerful, dangerous, and destructive they truly are. Especially with Disney and Sony budget upgrades.",True
This is by far the worst trailer in history. The movie was absolutely banging but... they revealed almost everything but the andrew and toby parts. I mean.. damn. So glad I ignored this trailer for the entire year before seeing the movie...,True
When I tell you I cried seeing Toby that shit made me nostalgic,True
This movie was horrible,True
Pointless movie,True
Goblin who want to destroy Peter Parker&#39;s girlfriends from every universe 😂😂,True
it wa so disappointing- hated this movie i’m so sad but it’s the truth,True
Me seeing the trailer: Hm I hope we get 3 spider men<br><br>Me walking in to the theater: I am gettin hyped<br> <br>Me seeing the movie: ...HOLY CRAP WHAT THIS IS INSANE,True
The movie is not good at all rather very poor. Script is not at all exciting. Too much animation.<br>Very disappointed. Overall rating 2/10.,True
"So this is stupid. If all those villains and heroes can return, so can Iron man and blackwidow.",True
I wanna warch this so bad!!!!!!!,True
"Watched no way home today in 3d,I have to say: WORST SCI-FI MOVIE I HAVE EVER WATCHED. Thank you so much Marvel for wasting my money and time (not really cause you got your profit)",True
Such a boring movie.. dont waste ur time,True
still cant believe the green goblin killed tobey maguire shit was sad but anyway cool movie tho,True
I noticed one thing that in far from home when Peter was making new suit look behind the Peter there is spider-man 2099.,True
"movie was very enjoyable, sadly ending ruined due to something weird i want to see",True
Spoiler: MJ dead,True
Only venom is missing,True
Cinema exclusive sucks! I wish they&#39;d made it possible for people to be able to rent it in time of the premier. :( There&#39;s still a pandemic.,True
Can we all just admit that Tobey and Andrew being in this film was probably the worst kept secret in cinema history lmaooooo,True
"I&#39;m just addicted to this movie,",True
Green goblin😩😩😭😭🔥🔥,True
Worst Marvel movie thus far,True
"how do they make such huge action so very boring, its a real skill",True
It was completely a let down movie👎👎👎👎,True
How it should have ended  -  doctor strange dies and ned takes his role,True
The Black One though! ✊🏿😉,True
Looks shit … usual been done before script. Let me guess … he saves the world. They always do.,True
I saw this movie and I&#39;m not emotionally ok anymore!,True
JUST IMAGINE IF SPIDER MAN KILLED THANOS 😂 SPIDER MAN ACTUALLY NO WAY HOME,True
NO I JUST WATCHED IN THE THEATRE AND IT WAS TOO SAD I CRIED,True
ahhhh i wanna watch it so badly but due to the covid rules in my country I have to wait at least another month,True
Just got back from watching movie still feeling sad now 😔😔😔,True
Its just waste of time. It so ridiculous.,True
I like the fact that they deleted the other Peter Parker’s on the Statue of Liberty battle,True
MARBLE&#39;S DEAD,True
"Its sad everyone forgot about mcu spider man, even the other two :(",True
No way home is like fucking spider-verse man--,True
"Imagine how badass the movie would have been, if there is no Facebook, no Memes, no early Rumours and also no Trailer.",True
I know this shit is fake as hell.. <br>Still I&#39;m excited to watch it... Holy crap,True
Expectation: “scooby doo this crap.”<br>Reality: “scooby doo this $hit.”,True
"“Peter… you’re struggling, to have everything you want, while the world tries to make you choose.” <br>Freaking chills",True
baby spidy not perfect character,True
DOC OC HASN&#39;T AGED ONE BIT 😳😳,True
"since the infinity stones are gone, why does steven strange still wear the eye of kokimoto? what does he keep in it now? pez?",True
Terrible only because Zendaya’s in it everything else looks great but why her she doesn’t even fit the bill and she’s terrible I mean look at it,True
they tried SO hard to get rid of toby and Andrew from the trailer,True
Why not stream for a ticket price for those of us who can&#39;t go out due to Covid?,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=139"">2:19</a> hits hard after watching the movie",True
lame,True
This is crazy,True
This movie is shit,True
At the end dr strange proved to be right and peter was wrong!!,True
There was just too much going on in this movie. And all of it was for nothing... you&#39;ll know what I mean if you saw the movie. I looked at my fiancé after this ended and asked &quot;how did this get a 99% on Rotten Tomatoes? Are they paying for reviews now?&quot;,True
"I hated it.<br>Just a bunch of cobbled together action scenes and every character is now a politically correct reinvented version. <br>Congratulations to all the old actors who came back and whored themselves out for a paycheck (Uncle Ben would not approve).<br>They made a billion dollars but I hope the next one makes more sense and at least tries to resemble the actual comic book storyline.<br>Thankfully in the end it was all &quot;erased by magic&quot; and now we can forget it ever happened, even the 2 hours of our lives and $20 or so we spent going to see it.",True
"It would be my first time to go into cinema to watch a movie , and that movie is this masterpiece but become of corona , the cinema are closed just 1 day before , <br>It&#39;s really heart broken <br>Really f@cking heart broken<br><br>I don&#39;t have any friends to say this , so i comment here <br>F my luck",True
I&#39;m from Philippines 🇵🇭 right now it so sad that it still not available in theather this movie because they upload the filipino movie first the MMFF movie every december in our country and now nobody watching our filipino movie they want the No way home ahahahahaha 🤣🤣🤣,True
RIDICULOUS! RIDICULOUS!! RIDICULOUS!!! RIDICULOUSLY.....<br><br><br><br><br>FANTABULOUS!!!! Um...(Spider-Man isn’t my fave Marvel character but)...<br>WHAT DID I JUST WATCH??🙌💕👏,True
FINALLY i get to watch spiderman no way home on cinema less goo,True
You gotta be 9years old to like this shit,True
"Spoiler alert <br><br>In a scene, Dr. Strange kisses peter <br>and MJ suicides when she saw it <br><br><br><br><br><br><br><br><br>😂😂😂",True
When we say crying - do we mean like &quot;End Game&quot; level crying? I&#39;m still pretty traumatized from uncontrollably weeping and sobbing at the end of &quot;End Game&quot; so I&#39;m not sure I&#39;m prepared for a repeat of that.,True
"I’m just thinking the next generation of spider man will have to deal with vulture, mysterio, lizard, doc octopus, green goblin basically every Spider-Man villain that the others fought against",True
Yoooo black spider man is here too,True
Green goblin 📈📈,True
Useless,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=41"">0:41</a> &quot;from <b>every</b> universe&quot;... don&#39;t overreact Dr. Strange, those were only two universes.",True
I want to see J. Jonah Jameson meeting his other universe version!!,True
I feel like venom is missing in the trailer,True
"Im guessing mj does die, sadly. Mj always dies😔",True
man im still sad that everyone forgot about him,True
I WATCHED IT IT WAS CRAZY 😝,True
Aunt May will be missed :(,True
Looks like the worst spiderman film ever. Anyone want to front on me know that I&#39;ve been a fan of marvel for 50 years so im saying this film is a total piss take. Everything but the kitchen sink thrown in and tongue in cheek. Too lighthearted to feel any actual menace.,True
"The return of the previous villains, and it reminds me the old memories!",True
SCOOBY DOO THIS CRAP <br><br>Had me laughing 😂,True
I never thought this movie would get so dark,True
At this point half the view counts on the video are from me,True
i think i have a complete spiderman timeline now avengers civil war spider man 1: homecoming avengers:infinity wars spider man 2 :far from home spider man 3 :no way home spider man 4: lost way home spider man 5: no way out the homeless shelter  spider man 6: still at the homeless shelter spider man 7: lost at sea spider man 8: lost in the bermiuda triangle spider man 9: FORCES AGAINST CTHULU spider man 10: lost in the desert spider man 11:ITS A ME MARI- wait a minute this isnt the right world  spider man 12: GOTTA GO FA- OOPS WRONG UNIVERSE AGAIN spider man 13 :lost of hope spider man 14: no way back to sanity spider man 15: THE MURDERS spider man 16: back to sanity spider man 17:found way home,True
is trash already watch it no good borring nonsense movie,True
I am Fro Philippines 🇵🇭 The Movie Is Delay Until Jan 8 Which Is Sucks So Iam Gonna Watch The Trailer Over and over again To avoid Spoilers,True
This movie was basically the Avengers version of Spiderman where they combined everybody from the previous movies.,True
I just hate that they edited out Tobey and Andrew,True
Worst movie,True
Goblin and doc Op are lame.  They could of did a remake on there characters,True
I can literally feel how tough it would have been for Sony and Marvel to not let Tobey and Andrew out in any social or public event to promote for No way home unlike Dr.Octopus and Green goblin and guess what their effort of  keeping them as secret did complete justice in theatres.,True
"Bad argument, regular movie... nothing special. Just a film to watch AT HOME, not at cinema paying overrated prices...",True
can&#39;t believe people watch this shit,True
"I never figured out why Spider Man doesn&#39;t carry some weapon with RANGE, like a 20mm rifle firing armor piercing projectiles.<br>Hand to hand combat is STUPID when one could have a rifle that would take down an enemy at 1000 meters. Or even 25mm. He is strong enough to handle such a rifle.",True
I was supposed to watch this movie today but all of our cinemas closed down again due to lockdown :&#39;),True
These are so bad,True
"wow, this looks terrible.",True
Not sure if it is the bad writing or the fact that Tom Holland is the worst of the three last Spiderman characters.   The line of laughing at Dr Otto&#39;s name is just lame .. high school level writing.. asking please hahaha.. .it is just so bad... and in the previous movie Peter Parker acts like he is a high school nerd with nothing going for him and yet previously he helped save the world.. and still he is insecure?   All of it is really the worst writing and the worst Spiderman version.   I hope he is replaced.   Tobey Maquire played the role much better.  The only difference in 2021 is the special effects,True
The ending was so sad I hope at spider man 4 they will reverse when he said forget about peter parker spider man,True
A TOTAL DISGRACE! HAS THE WORLD GONE MAD! HOW MUCH BS CAN A PESRON TAKE!,True
but dr strange said scooby doo this shit,True
So is the real spiderman in this movie or not? If I go to the theater and I found there is not the real spiderman from 2000&#39;s I&#39;ll be mad.,True
tom holland acting in no way home was exactly what fans wanted tom wasn&#39;t that much capable as spider man not much strong and smart and does stupid things in the last two movies but this one he finally learns to fix things and even won battle against strange,True
ahhhh i wanna watch so bad,True
In the movie it’s Scooby doo this shit <br>But in the trailer it’s Scooby doo this crap,True
The end is disappointing!! Why didn’t he reveal himself to his girlfriend and friend who he was !! So it wasn’t true love to start with 😏😏,True
When dr strange said scooby doo this crap u can see that he has the eye of agamotto even though it was destroyed along with the time stone,True
"Hello I wanna watch this movie soon but I&#39;m not sure if I should watch any other movies before it (except for Homecoming and Far From Home), anyone?",True
Willem Dafoe in No way Home &gt; Heath Ledger in The Dark knight<br><br>Change my mind,True
It&#39;s so sad I can&#39;t watch it :(😭,True
Where Can i Watch it?? Cinemas closed,True
"Doc Strange: Is there anything you want to add in this spell? Like anyone you want to exclude from this?<br>Peter: Actually, sure.<br><br><br><b>Credits Roll</b>",True
i already watched the movie and i hate the ending of this movie🙃🙏,True
Tobey I love you!! Others spider man seem a lot like teenagers..so boring and worst calling &quot;kid&quot; to new spider man.,True
"I see while andrew version spider man save MJ, you know I cried so much, I remember he failed saved gwen.",True
I can&#39;t wait to see this shit tomorrow 25/12/2021,True
i came back from the cinema...........the ending was soo sad when they forget who peter parker is,True
Tony Stark dies,True
Horrible film,True
I don&#39;t know I guess I&#39;m an old guy here but this looks like I&#39;m watching a video game.,True
Dr strange said scooby doo this sh*t in the movie 😂,True
"Imagine Ditkovitch coming out of the portal crying, &quot;reeeent!!!&quot; &quot; Where&#39;s my money?!!!!&quot; 🤣",True
why doesnt he ask help from other  people too like thor?,True
"If Steven Universe movie was like this,but no Rebecca sugar is crap!",True
"Funny thing is, in the trailer Dr Strange says, Scooby doo this crap but in the movie he says Scooby doo is shit.",True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=116"">1:56</a> :(",True
"Marvel sucks, this is not cinema.. Is a game for kids",True
I wanna watch the movie so bad but I can’t😭😭😭,True
wow benedict cumberbatch&#39;s american accent is horrible,True
"Its the same movie, spiderman has stark dangerous tech which he misuses and the movie is born. His friend who just happened to know how to hack the suit that Tony Stack(Iron man) made in the previous movie well you havent seen nothing yet, this time teaches himself how to open a portal using Doc Strange&#39;s ring, no prior knowledge BTW",True
"Hey remember all the odd Spider-Man movies? Yeah, were going to fix those.",True
trailer looks like crap some children teenage movie,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=76"">1:16</a><br> Trailer: Scooby-doo this crap.<br>Movie: Scooby-doo this shit.",True
"This just might be the only movie since 2008 that has no political statements , girl-power or propaganda. Oh,wait never mind.",True
"<b>*SPOILER**</b><br><br>I CANT BELIEVE ANDREW AND TOBEY RETURN, AUDIENCE WENT NUTS. INSANE MOVIE 10/10",True
SCOOBY DOOOO THIS CRAP,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=76"">1:16</a> when did doctor strange know about shaggy&#39;s dog also why is green goblin in this trailer didn&#39;t green goblin die in Spiderman 3 or 2",True
Doctor Strange: Scooby doo this crap<br>Me: How dare you Mr. Doctor Strange?!,True
The next two are gonna be insane,True
This is half of the villains on one movie,True
in spiderman no way home dr strange &quot;Scooby doo this shit &quot; not &quot;Scooby doo this crap&quot;,True
"THEORY ( with big spoiler so don’t open if you didn’t watch yet!) <br><br><br><br><br><br><br><br><br>So I think Wong might remember Peter, because he was in other reality/universe while Strange casted a spell. What do you guys think?",True
How come in the trailer he says “Please Scooby-Doo this crap” but in the movie he says “Please scooby-doo this Shit”!!!,True
Do I have to watch other spider man movies to understand this one ?,True
Biggest MIT advert. Just so Peter’s Friends could go to there:<br>1) Aunt May Died<br>2) One of the Spider-Man’s got stabbed <br>3) Dr Strange is in deep shit <br>4) Peter is all alone<br>5) The whole multiverse is screwed,True
I don’t know why but green goblins pumpkin bombs are so nostalgic,True
"Well now can&#39;t wait to see it. Disappointed with the Matrix reviews, guess they just made that one into a big virtue signaling party.",True
Mfs edited the other spiderm.......,True
Is there any way to watch this the cinema’s are all closed because of a lockdown in the Netherlands,True
Just watched it last night and that ending made me low-key sad,True
him in the trailer: pls Scooby doo this crap Him in the movie:Please Scooby doo this shit,True
"It sounds just like another one of those confused movies that don&#39;t know where they want to go or what they want to be. I got so bored watching this intro I went to the kitchen before it even finished, and that&#39;s not easy to happen... Marvel movies are like Dragonball. When they start out, they make sense, but then they try to gradually become more and more &quot;epic&quot; until they just make no sense and there&#39;s nothing in them we can even relate to any longer. It&#39;s just a pure mess of exaggeration with no defined direction or meaning.",True
"Spoiler! (Don&#39;t click if you haven&#39;t seen the movie No Way Home yet)<br>.<br>.<br>.<br>.<br>.<br>.<br>.<br>.<br>.<br>.<br>.<br>.<br>.<br>.<br>.<br>.<br>.<br>If everyone forgot who peter parker is, what if William (the guy working with Mysterio) reuploads the USB drive that has evidence of peter parker as spiderman again. Wouldn&#39;t it make the entire spell pointless? Idk about much tho this just randomly came up in my mind because everyone forgot that peter is spiderman in NWH but does it include devices?",True
my back is a little stiff from all this hype,True
imagine if aunt may died or if tobey maguire gets stabbed in the back or if mj and ned forget peter parker that would be sick,True
Doctor strange collaborate with spiderman,True
Really overhyped Movie <br>Not Recommended for Casual Marvel Fan,True
What could have been.. Horribly executed. Fkn atrocious,True
It’s crazy that’s so many of the scenes in the trailer were different in the movie,True
Ohhh my god I crying for death of may...so sad...and forget the spider man ....sh8t I wasn&#39;t move on ..<br>Please gime part 2..,True
Scooby doo this shit,True
"I hate the new spiderman films, they should have stopped after The Amazing Spiderman films<br><br>A) Andrew Garfield tried and it went okay at best<br>B) The originals will always be the best<br>C) Tom Holland is nothing in comparison<br>D) Mary Jane has always and will always be a white ginger girl, this ain&#39;t debatable<br><br>I could go on, but i think that clears up how much i fucking despise the new films, the only reason id even consider watching this is just to see how damn inferior Holland is to the others",True
"It is such a mayham movie, I perfer conventional normal movies. It is like a closure of spiderman series.<br><br>And what is this blurring effect every now and then? A nasty disprate try that thought to be creativity?",True
Homecoming: good<br>Far from home: even better<br>No way home: holy crap this movie is epic,True
Now all we need is the sinister six for the last of the new trilogy and my life is complete,True
It’s impossible Norman Osborne is dead,True
Typical focused on special effect only movie. So predictable that it&#39;s a pain to watch,True
⚠️SPOILERS AHEAD⚠️<br><br><br>--------------------------------------<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>Kermit the frog dies :(,True
I expected to be disappointed. I came away amazed. 🤩,True
"boring effect-overloaded comic movie. It&#39;s like fast-food these days to watch comic movies. It&#39;s good vs. bad, boom-boom-boom-effects and a story that is replacable by any other of those stories.",True
"im actually so sad the hype is over, nothing is ever gonna compare",True
"holy shit, at the end, thats exactly what happened at the end of that what if episode about dr strange",True
You guys killed this movie...!!!! 20 out of 10. I hope you listen to the fans and get ONE LAST ACTION movie of Tobey and Andrew!,True
I feel bad for anyone under 15 because they won’t get the nostalgia,True
Weak,True
"peter toby,  peter tom,  and peter andrew.....  im sorry latecomers",True
It&#39;s so fucking lit. It&#39;s my second goosebumps since strange and avangers came to fight thanos at endgame,True
Rank 1 Andrew 😘<br>Rank 2 Toby🥰<br>Rank 3 Tom😝 <br>😜,True
"trato de ver el trailer<br><br>anuncio random: estos juegos de ps4 estan a 30% de descuento<br>anuncio termina<br><br>OTRO anuncio random: paga en falabela con el 50% de descuento, falabela vive contigo",True
the only bad thing about this film is that there isnt much action and there are many plot holes,True
The worst version of spider-man ever. These children around look really ridiculous!. The author looks lost himself mixing all of these vilains. Absolut rubish!!!,True
"The way they advertized Miles Morales PS5 at the end of this insane trailer, it&#39;s just fucking crazy!! Sony for the win!",True
Late stage capitalism: the movie,True
Why don&#39;t you call Thaliva to resolve this mess in seconds 😑😏,True
"Unbelievable, bring back memories",True
This will be the level of end game,True
Lame asf cause upon till now ion see Tobey nor Garfield in any part of the trailer waste a time,True
"One of the most heart breaking and devastating endings for a superhero movie.<br>But ! I&#39;m still grappled with the reason(s) why when Peter botched the spell &quot;make everyone forgets Peter Parker is Spider-Man except those who knew him before&quot;, he caused the multiverse to rip &amp; him to get visitors from other universes?<br>Not wanting to spoil those who haven&#39;t seen it, I also still don&#39;t get how the final spell manages to rectify the situation and amends the earlier spell? Won&#39;t that spell affect other Peter Parkers in other universes too? Pls help me.. I need closures. Pls pls.",True
Should I watch the other Spidermans w Tom Holland  before this one ?,True
"They changed the scoobydo this crap to scooby do this shit, man.",True
Bull shit movie. Don&#39;t waste your 2 hour,True
Its not dr strange,True
"I love the part when Andrew say ...<br><b>i lost Gwen, she was my MJ :(</b>",True
Me after watching this :hey have you seen the spider man no way home trailer.and some random kid goes like.:u mean the guy from fortnite.,True
This movie was sick!!!!!!!!!!!!,True
I&#39;d literally pay someone to knock the shit out of me so I can forget everything about this movie and experience it again.,True
Did dr strange say scoobydoo this crap,True
“Peter……………………your struggling……………to have everything you want…………while the world tries to make you choose”,True
I cant watch it due of covid..,True
Dr Strange: &quot;I&#39;m sorry kid&quot;<br>Spiderman: &quot;okay&quot;<br><br><b>Credit rolls</b>,True
"All new spiderman movies all shit asf,even the suit is ridiculous😂",True
Disappointed by story multiverse ke karan dekhi thi bs,True
This movie was horrible,True
"Bring iron man back this stupid spider can handle shit , let see what the old one can do",True
seriously? people still look this shit?,True
"Fun fact: Doctor strange, aka Steven actually says scooby doo this shit, not scooby do this crap",True
A black superman movie will do big numbers.,True
This is bad,True
This movie would never happened if Peter ask Dr. Strange to make the world forget mysterio..,True
"If I see this movie but haven&#39;t seen the other Tom Holland Spiderman movies, will I be lost? Considering seeing this tonight but not sure.",True
You know the producers and writers are running out of ideas when they bring back the characters from previous movies.,True
Sony you are a bunch of carless scumbags to make a theater only release during a global pandemic where people are being put six feet underground and in urns. I wish the worst on whoever made this call. Complete disregard for human life. Sad and shameful,True
"The ‘dude’ joke is so old. Terrible writing, terrible casting! Worst marvel movie, ever!",True
AYYY!!! LESS GO,True
that&#39;s really sucks realizing that toby is getting old,True
He actually says please scooby doo this shit!,True
This seems so confusing,True
Sirf saala Show bazi h is movie Sirf ek 3 minute ka scene h Strange ke saath fight ka warna kuch nhi meri samajh nhi rha itni rating kyu de rhe h ise,True
This is not good movie as all other marvel movies. <br>I think rating Must not be exceed 6.0.<br>Paisa barbad behnchod,True
It&#39;s so sad that Spider-Man is killed at the end of this movie! I cried all the way home!,True
This is worst movie ever taken f***k crap movie,True
this is not Peter so boring i want Peter plz,True
"Damn, 2022 almost and effects still look like shit.",True
Another fanservice empty movie. For the kids.<br>F,True
"It wasn&#39;t Peter&#39;s fault his identity was revealed, it was that stupid guy named Beck. Hate that dude for Peter :(",True
"I CAN&#39;T WAIT TO WATCH THIS, JUST PREPPED MYSELF BY WATCHING HOMECOMING AND FAR FROM HOME <br><br>But idk when I can see this one 😭<br><br>Hopefully soon! 🤞<br>Sounds amazing as the other movies were, if not more!<br><br>Edit: don&#39;t read the comments on this, someone just spoiled something for me :(((",True
"“Peter..Your struggling, out of everything you want while the world tries to make you choose..”<br>MY FAV SCENE IN THE MOVIE AND TRAILER",True
"This is a soup of senseless visual effects  and stereotypical narrative. <br>It’s sad that humans are so stupid to find this interesting, or worth watching.",True
Missing Tobey Maguire 😭😭👍👍,True
That looks very extremely Boring,True
"looks boring ,another billionth marvel movie i&#39;ve seen. yawn",True
IM FUCKING SCREAMING,True
Imagine having a mental breakdown cus of a movie. Now I feel like my life got no purpose. 😩,True
"Dude I cannot stress enough how impossible this movie should be. The fact that Sony and Marvel (who were fighting over Tom Holland’s Spider-Man literally a couple years ago) put aside corporate drama to make this impossible dream come to life, and the fact that they did it so well, is something that I never would’ve imagined even a year ago. Phenomenal",True
Scooby do this shit,True
Ugh.. I hate him.,True
"Damn. This comment will get buried and no one will see it. But whatever. I don&#39;t watch trailers for movies I know I want to see. Been doing it this way for a while. Instead, I watch the trailer after seeing the movie to see what would have been ruined had I watched the trailer. My word. I just got back from seeing this movie and just watched this trailer what a bad trailer. So glad I didn&#39;t watch it before seeing the movie.",True
"I think Doc Ock and Green Goblin were famous for what they say.<br>Green Goblin 2002:<br>&quot;The one thing they love more than a hero is to see a hero fail, die trying, inspite everything you&#39;ve done for them. Eventualy, they will hate you.&quot;<br>Green Goblin 2021: <br>&quot;You have everything you need while the world tries to make you choose.&quot;<br><br>Doc Ock 2004:<br>&quot;I will not die a monster!&quot;<br>Doc Ock 2021:<br>&quot;You are flying out into the darkness to fight ghosts.&quot;",True
And then you find out there was Venom who can helped Spidermans but he was siting drunk at some random bar and speaking with himself for the whole time.,True
"This movie looks so dumb. Looks like the spiderman version of end game. i don&#39;t know why people watch Marvel movies when they all have the same story and plot all the time. I was forced to watch end game and that was a crap movie and I am sure this one will be another steaming pile of dung. When Hollywood does make a masterpiece like Passengers, people rarely talk about it or even understand the message of the movie. These marvel movies are like pop music. Produced with a formula to sell to the masses and released at times like the summer break or near Christmas so people will go watch it anyways cause they more time on their hands. All right that&#39;s my time...I&#39;m out.",True
Can Dr. Strange cast a spell so we all forget End game and infinity war movie so we can rewatch again? please,True
this movie is sad,True
stupid spiderman....,True
Tom Holland = worst Peter Parker ever.,True
"Small spoiler(insignificant) from No way home:<br>The last spider-man movie was phenomenal, but i was pretty sad for Andrew&#39;s spider-man.<br>With Tobey&#39;s we at least got a little consolation that he and MJ are still  together, through good and bad times, after all these years.<br>For Andrew&#39;s spider-man we didn&#39;t get such a resolution.<br>A part of me wanted Strange to bend some law&#39;s and maybe send Andrew back to his timeline at the moment he and the goblin fought their last battle..We didn&#39;t need anything big.<br><br>Just a small cutscene of 15 seconds, with Andrew&#39;s spider-man being teleported in the middle of the fight, him having a small realization and being grateful and thankful .We don&#39;t need to see the fight. We just need to see him charge and we&#39;ll now he won&#39;t fail a second time.<br>That would&#39;ve been a wonderful and needed closure to his character.<br>Of course, i would be all for a third TAS spider-man.",True
I was crying in theater 😭,True
It just sucks that it doesn’t play in the theatres anymore -.- it was only up for two freaking days and puff no more !!!! I really wanna see it 😫,True
Have anyone noticed that they have cut the two other spider man,True
Boring. 80℅ talk,True
If you have a idea for release spider man miles morales plz place the miles character in <br><br> jaden Smith<br><br>It&#39;s my humble request,True
"What I actually believe is that Green Goblin is the only worthy villain for Spider-Man. Obviously with Willem Dafoe&#39;s creepy voice, laugh and act. Legend.",True
"Some Errors - <br><br>1. How did Electro remember Spidey&#39;s name as Peter&#39;s name in that Universe was not known to him, Lizard still knew but Electro didn&#39;t.<br><br>2. How is Norman Oscorp alive. I mean in Spiderman Trilogy - Sandman and Dr. Otto Octavius Alive is still understable But Norman Oscorp is Dead. There was Burial and all. After his Death, Even Harry died. Became vengeful, Etc. How is Norman Oscorp back. <br><br>3. I only see 5 Villains - Goblin, Otto, Sandman, Electro, Lizard - Where&#39;s the sixth one. <br><br>BEST One - SPIDEY Suit, Back to being Real was a CHARM.",True
"TOBEY MAGUIRE IS THE ORIGINAL SPIDER MAN<br>You might not remember that the 2002 Spider-Man opens with voice-over narration from Tobey Maguire. In fact, all three films in Sam Raimi’s superhero trilogy start this way. “The story of my life is not for the faint of heart,” Maguire reads. “If somebody told you I was just your average, ordinary guy, not a care in the world…then somebody lied.”",True
"I went to venom 2 and i want my money back, but after i saw this movie, i felt bad for how less i paid for the ticket",True
Heavy tralier😘😍🤩,True
What a CG crap...Terminator 2 for this shit is Oscar winner.,True
YOOO PETER PARKER MOM IS DEAD AND THE OG SPIDER MAN CAME BACK! 🙂<br><br><br><br><br><br><br>U GOT SPOILED??? HAHAAHAHAHHAHAHAHAGAGHAHAHAHAHSHGAHSHSHSGSH,True
"SPOILER:<br><br><br><br><br><br>In the movie, Dr. Strange said &quot;Scooby Doo this shit&quot; instead of &quot;Scooby Doo this crap&quot; like in <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=77"">1:17</a>",True
"Bro Green goblin was RUTHLESS in this movie, REALLY carried the character to the T, reminded me of Joker from the Dark knight when he was getting beat up and all he did was laugh",True
"Dear Warner Bros, please make all of the Spider-Man movie (started from Tobi until Tom Holland) into a Lego Game please and release in all Platform (especially Mobile)",True
Bad,True
I hate trailers,True
Crazy trailer 🔥🔥🔥,True
You did not show Andrew Garfield or tobey Maguire in atleast 1 second in trailer <br>So sad 🥺😭😭😭,True
"Just when I thought phase 4 might loose speed, this movie comes out with engine&#39;s revved up.... You did it again marvel. ❤️",True
That green goblin line still gives me goosebumps,True
"@Fake smile:🛐 Know that the Lord is God. It is He who made us, and we are His; we are his people, the sheep of His pasture. -Psalm 100:3 🛐.spread the go",True
JESUS SAID  I IM THE WAY THE TRUTH AND THE LIFE I IM THE ALPHA AND THE OMEGA THE FIRTS AND THE LAST .. AND THE BEGINNING AND THE AND. THERE WILL BE NO MORE DEATH OR MORNING OR CRYING. OR PAIN I IM MAKING NEW YES I IM COMING SOON MAY THE GRACE OF THE LORD BE WITH ALL GODS PEOPLE,True
Still wondering how awkward it will be when Toby’s Spider-Man goes back to his universe and explains to Norman Osborn that he stabbed his son now that green goblin lives,True
Seeing Tobey back as Spiderman is nostalgia brings back memories from my Childhood. Daredevil (Charlie Cox) was a shocking surprised.,True
Just saw it. Super mediocre,True
Doctor strange never said let’s scooby do this crap he said let’s scooby do this shit,True
Just so annoying that they messed up with the original story. Zendays sucks balls,True
Strange did Not say crap in the movie,True
Honestly it&#39;s not a good movie I expected better the whole story on Spider-Man is ruined this new character playing Spider-Man horrible choice,True
It&#39;s a most boring movie of marvel I have ever seen..ise to kkr ki movie Achi lagne lgi bcz is movie ki Tarah Hume jiyada umeed nhi rakhni Chahiye.waste night.,True
"Well I comeback here after watching the movie.. Then I think about this.. there&#39;s should be 6 spider-men bcz if there&#39;s 5 villains from 5 timelines means there&#39;s 5 spider-men plus a spiderman from today-time, How can I say? I mean, they not only take the  &quot;pararel universes&quot; background but also &quot;multiple timelines&quot; too. Well, just my thought.. peace",True
"Theatre only release when people are dying from a virus that is spread from just being in close quarters and contact. “Lets pile em up in a theater &amp; disregard the care of human life”, how irresponsible and greedy. Sad &amp; shameful. People we love and people we know have and are Still Dying from the virus and irresponsibility of others that are carefree of others life. There are new variations of the virus spreading, yet the industry does a theatre only release. Sad world",True
This shit <b>slapped</b>,True
Im only here to see the real spiderman tobby maguire well he is not on the trailer so damn u sony and marvel ill hav to go to cinema this week to see what tye story hav for tobby maguire plz dont make it a lame appearance and make the story be good,True
This movie sucks didn&#39;t even have the rhino in it,True
"I saw it once,today. <br>I feel unsatisfied,a strange feeling when I feel almost physical &#39;pain&#39; when looking at the trailer.  I need to see it again! <br>Masterpice!",True
never forgiving marvel for the ending :( he litterally has no one left.,True
bakwas movie I mean floop this movie bulshit movie etc,True
Spell can bring back Tony stark.,True
